0 , 11.7
-1 , 23.4
0 , 35.1
-2 , 46.8
-2 , 58.5
0 , 70.2
-2 , 81.9
0 , 93.6
0 , 105.3
1 , 117
0 , 128.7
0 , 140.4
0 , 152.1
0 , 163.8
1 , 175.5
-1 , 187.2
0 , 198.9
0 , 210.6
0 , 222.3
-1 , 234
0 , 245.7
0 , 257.4
0 , 269.1
2 , 280.8
0 , 292.5
0 , 304.2
0 , 315.9
0 , 327.6
0 , 339.3
0 , 351
-3 , 362.7
0 , 374.4
-1 , 386.1
0 , 397.8
0 , 409.5
0 , 421.2
0 , 432.9
0 , 444.6
0 , 456.3
1 , 468
0 , 479.7
0 , 491.4
0 , 503.1
0 , 514.8
0 , 526.5
0 , 538.2
0 , 549.9
-1 , 561.6
1 , 573.3
0 , 585
0 , 596.7
0 , 608.4
2 , 620.1
0 , 631.8
0 , 643.5
-1 , 655.2
0 , 666.9
0 , 678.6
1 , 690.3
0 , 702
1 , 713.7
0 , 725.4
0 , 737.1
-1 , 748.8
0 , 760.5
0 , 772.2
-1 , 783.9
0 , 795.6
0 , 807.3
-1 , 819
1 , 830.7
0 , 842.4
0 , 854.1
0 , 865.8
0 , 877.5
1 , 889.2
0 , 900.9
0 , 912.6
0 , 924.3
0 , 936
-1 , 947.7
0 , 959.4
0 , 971.1
0 , 982.8
0 , 994.5
-1 , 1006.2
0 , 1017.9
0 , 1029.6
0 , 1041.3
0 , 1053
0 , 1064.7
0 , 1076.4
1 , 1088.1
0 , 1099.8
0 , 1111.5
0 , 1123.2
0 , 1134.9
0 , 1146.6
0 , 1158.3
0 , 1170
0 , 1181.7
0 , 1193.4
0 , 1205.1
0 , 1216.8
0 , 1228.5
0 , 1240.2
0 , 1251.9
0 , 1263.6
0 , 1275.3
0 , 1287
0 , 1298.7
-1 , 1310.4
0 , 1322.1
0 , 1333.8
1 , 1345.5
0 , 1357.2
0 , 1368.9
0 , 1380.6
0 , 1392.3
-1 , 1404
0 , 1415.7
0 , 1427.4
-1 , 1439.1
0 , 1450.8
-1 , 1462.5
-2 , 1474.2
0 , 1485.9
0 , 1497.6
0 , 1509.3
0 , 1521
0 , 1532.7
0 , 1544.4
0 , 1556.1
0 , 1567.8
0 , 1579.5
0 , 1591.2
0 , 1602.9
1 , 1614.6
0 , 1626.3
0 , 1638
0 , 1649.7
0 , 1661.4
-1 , 1673.1
0 , 1684.8
0 , 1696.5
0 , 1708.2
0 , 1719.9
0 , 1731.6
0 , 1743.3
0 , 1755
1 , 1766.7
0 , 1778.4
2 , 1790.1
-1 , 1801.8
-2 , 1813.5
0 , 1825.2
0 , 1836.9
0 , 1848.6
0 , 1860.3
0 , 1872
0 , 1883.7
0 , 1895.4
0 , 1907.1
0 , 1918.8
0 , 1930.5
0 , 1942.2
-1 , 1953.9
0 , 1965.6
0 , 1977.3
-1 , 1989
0 , 2000.7
0 , 2012.4
0 , 2024.1
0 , 2035.8
0 , 2047.5
0 , 2059.2
0 , 2070.9
0 , 2082.6
0 , 2094.3
-2 , 2106
0 , 2117.7
0 , 2129.4
0 , 2141.1
0 , 2152.8
0 , 2164.5
0 , 2176.2
0 , 2187.9
-1 , 2199.6
0 , 2211.3
0 , 2223
0 , 2234.7
0 , 2246.4
-1 , 2258.1
-1 , 2269.8
0 , 2281.5
0 , 2293.2
0 , 2304.9
0 , 2316.6
0 , 2328.3
0 , 2340
0 , 2351.7
0 , 2363.4
0 , 2375.1
0 , 2386.8
0 , 2398.5
0 , 2410.2
0 , 2421.9
0 , 2433.6
-1 , 2445.3
0 , 2457
0 , 2468.7
0 , 2480.4
-1 , 2492.1
1 , 2503.8
0 , 2515.5
0 , 2527.2
-1 , 2538.9
2 , 2550.6
0 , 2562.3
1 , 2574
-1 , 2585.7
0 , 2597.4
0 , 2609.1
0 , 2620.8
0 , 2632.5
1 , 2644.2
0 , 2655.9
-1 , 2667.6
0 , 2679.3
0 , 2691
0 , 2702.7
0 , 2714.4
0 , 2726.1
0 , 2737.8
0 , 2749.5
0 , 2761.2
0 , 2772.9
0 , 2784.6
1 , 2796.3
0 , 2808
0 , 2819.7
1 , 2831.4
0 , 2843.1
0 , 2854.8
-2 , 2866.5
0 , 2878.2
0 , 2889.9
0 , 2901.6
0 , 2913.3
-1 , 2925
-1 , 2936.7
0 , 2948.4
1 , 2960.1
0 , 2971.8
0 , 2983.5
0 , 2995.2
0 , 3006.9
0 , 3018.6
0 , 3030.3
0 , 3042
0 , 3053.7
0 , 3065.4
1 , 3077.1
0 , 3088.8
0 , 3100.5
0 , 3112.2
0 , 3123.9
0 , 3135.6
0 , 3147.3
0 , 3159
0 , 3170.7
0 , 3182.4
1 , 3194.1
0 , 3205.8
0 , 3217.5
0 , 3229.2
0 , 3240.9
0 , 3252.6
0 , 3264.3
0 , 3276
0 , 3287.7
1 , 3299.4
1 , 3311.1
0 , 3322.8
0 , 3334.5
0 , 3346.2
0 , 3357.9
-1 , 3369.6
0 , 3381.3
0 , 3393
0 , 3404.7
0 , 3416.4
0 , 3428.1
0 , 3439.8
0 , 3451.5
0 , 3463.2
0 , 3474.9
0 , 3486.6
0 , 3498.3
0 , 3510
-3 , 3521.7
-1 , 3533.4
0 , 3545.1
-1 , 3556.8
0 , 3568.5
-1 , 3580.2
0 , 3591.9
0 , 3603.6
0 , 3615.3
0 , 3627
-1 , 3638.7
0 , 3650.4
0 , 3662.1
2 , 3673.8
0 , 3685.5
0 , 3697.2
0 , 3708.9
1 , 3720.6
0 , 3732.3
0 , 3744
-3 , 3755.7
0 , 3767.4
0 , 3779.1
0 , 3790.8
0 , 3802.5
0 , 3814.2
0 , 3825.9
0 , 3837.6
0 , 3849.3
0 , 3861
0 , 3872.7
0 , 3884.4
0 , 3896.1
0 , 3907.8
0 , 3919.5
0 , 3931.2
0 , 3942.9
0 , 3954.6
0 , 3966.3
0 , 3978
0 , 3989.7
0 , 4001.4
0 , 4013.1
1 , 4024.8
0 , 4036.5
0 , 4048.2
0 , 4059.9
0 , 4071.6
1 , 4083.3
0 , 4095
0 , 4106.7
0 , 4118.4
0 , 4130.1
0 , 4141.8
0 , 4153.5
-1 , 4165.2
0 , 4176.9
0 , 4188.6
0 , 4200.3
0 , 4212
-2 , 4223.7
0 , 4235.4
0 , 4247.1
1 , 4258.8
0 , 4270.5
0 , 4282.2
0 , 4293.9
0 , 4305.6
0 , 4317.3
0 , 4329
0 , 4340.7
0 , 4352.4
0 , 4364.1
0 , 4375.8
0 , 4387.5
-1 , 4399.2
0 , 4410.9
1 , 4422.6
0 , 4434.3
0 , 4446
0 , 4457.7
-1 , 4469.4
-1 , 4481.1
0 , 4492.8
0 , 4504.5
1 , 4516.2
0 , 4527.9
0 , 4539.6
0 , 4551.3
0 , 4563
0 , 4574.7
0 , 4586.4
0 , 4598.1
-1 , 4609.8
0 , 4621.5
0 , 4633.2
0 , 4644.9
0 , 4656.6
-1 , 4668.3
0 , 4680
0 , 4691.7
